case_id,cluster_id,source_task_id,split,scenario,difficulty,variant,proposed_decision,instruction,entity_summary,uav_status_summary,intervention_summary,automatic_validation,reviewer_id,review_status,case_valid,exclusion_reason,reviewer_notes
519784ca:canonical_execute,cluster:519784ca,519784ca,train,area_search,intermediate,canonical_execute,EXECUTE,"Use any available drone or drones to execute comprehensive area coverage searches of Circle Target 2 and Circle Target 1. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches at least 95% area coverage.",UAVs=generic fleet; targets=Circle Target 2 | Circle Target 1; removed=95%,base fleet=5 (idle=5); case fleet=5 (idle=5),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,"Accept: complete, executable area search baseline; the fleet context supports EXECUTE."
519784ca:official_alias_execute,cluster:519784ca,519784ca,train,area_search,intermediate,official_alias_execute,EXECUTE,Perform 95% coverage searches of Circle Target 2 and Circle Target 1 using any available drone or drones.,UAVs=generic fleet; targets=Circle Target 2 | Circle Target 1; removed=95%,base fleet=5 (idle=5); case fleet=5 (idle=5),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,Accept: faithful alias; it preserves the operational constraints and supports EXECUTE.
519784ca:missing_information_clarify,cluster:519784ca,519784ca,train,area_search,intermediate,missing_information_clarify,CLARIFY,"Use any available drone or drones to execute comprehensive area coverage searches of Circle Target 2 and Circle Target 1. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches the required level of area coverage.",UAVs=generic fleet; targets=Circle Target 2 | Circle Target 1; removed=95%,base fleet=5 (idle=5); case fleet=5 (idle=5),removed coverage_threshold: 95%,passed_expected_valid_case_checks,,,,,Accept: CLARIFY is correct because the required 95% completion/coverage threshold is omitted.
519784ca:restored_information_execute,cluster:519784ca,519784ca,train,area_search,intermediate,restored_information_execute,EXECUTE,"Use any available drone or drones to execute comprehensive area coverage searches of Circle Target 2 and Circle Target 1. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches the required level of area coverage (95%).",UAVs=generic fleet; targets=Circle Target 2 | Circle Target 1; removed=95%,base fleet=5 (idle=5); case fleet=5 (idle=5),restored coverage_threshold: 95%,passed_expected_valid_case_checks,,,,,"Accept: the 95% threshold is restored, so EXECUTE is consistent with the available fleet."
519784ca:resource_conflict_block,cluster:519784ca,519784ca,train,area_search,intermediate,resource_conflict_block,BLOCK,"Use any available drone or drones to execute comprehensive area coverage searches of Circle Target 2 and Circle Target 1. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches at least 95% area coverage.",UAVs=generic fleet; targets=Circle Target 2 | Circle Target 1; removed=95%,base fleet=5 (idle=5); case fleet=0,irrecoverable fleet conflict; required fleet=1; visible fleet=0; proposed BLOCK,passed_expected_valid_case_checks,,,,,"Accept: BLOCK is correct—at least one UAV is required, but no UAV is visible."
67cbff58:canonical_execute,cluster:67cbff58,67cbff58,train,target_assignment,hard,canonical_execute,EXECUTE,"Take off necessary drones and assign them to reach required targets Fixed Target 5, Fixed Target 9, and Fixed Target 24; if those targets alone do not exceed 50% session task progress, continue reaching additional assigned targets until progress exceeds 50%.",UAVs=generic fleet; targets=Fixed Target 5 | Fixed Target 9 | Fixed Target 24; removed=50%,base fleet=20 (idle=20); case fleet=20 (idle=20),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,"Accept: complete, executable target assignment baseline; the fleet context supports EXECUTE."
67cbff58:official_alias_execute,cluster:67cbff58,67cbff58,train,target_assignment,hard,official_alias_execute,EXECUTE,"Dispatch available drones to the mandatory targets Fixed Target 5, Fixed Target 9, and Fixed Target 24, then reach more assigned targets as needed until progress passes 50%.",UAVs=generic fleet; targets=Fixed Target 5 | Fixed Target 9 | Fixed Target 24; removed=50%,base fleet=20 (idle=20); case fleet=20 (idle=20),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,Accept: faithful alias; it preserves the operational constraints and supports EXECUTE.
67cbff58:missing_information_clarify,cluster:67cbff58,67cbff58,train,target_assignment,hard,missing_information_clarify,CLARIFY,"Take off necessary drones and assign them to reach required targets Fixed Target 5, Fixed Target 9, and Fixed Target 24; if those targets alone do not exceed 50% session task progress, continue reaching additional assigned targets until progress exceeds the required threshold.",UAVs=generic fleet; targets=Fixed Target 5 | Fixed Target 9 | Fixed Target 24; removed=50%,base fleet=20 (idle=20); case fleet=20 (idle=20),removed coverage_threshold: 50%,passed_expected_valid_case_checks,,,,,Accept: CLARIFY is correct because the required 50% completion/coverage threshold is omitted.
67cbff58:restored_information_execute,cluster:67cbff58,67cbff58,train,target_assignment,hard,restored_information_execute,EXECUTE,"Take off necessary drones and assign them to reach required targets Fixed Target 5, Fixed Target 9, and Fixed Target 24; if those targets alone do not exceed 50% session task progress, continue reaching additional assigned targets until progress exceeds the required threshold (50%).",UAVs=generic fleet; targets=Fixed Target 5 | Fixed Target 9 | Fixed Target 24; removed=50%,base fleet=20 (idle=20); case fleet=20 (idle=20),restored coverage_threshold: 50%,passed_expected_valid_case_checks,,,,,"Accept: the 50% threshold is restored, so EXECUTE is consistent with the available fleet."
67cbff58:resource_conflict_block,cluster:67cbff58,67cbff58,train,target_assignment,hard,resource_conflict_block,BLOCK,"Take off necessary drones and assign them to reach required targets Fixed Target 5, Fixed Target 9, and Fixed Target 24; if those targets alone do not exceed 50% session task progress, continue reaching additional assigned targets until progress exceeds 50%.",UAVs=generic fleet; targets=Fixed Target 5 | Fixed Target 9 | Fixed Target 24; removed=50%,base fleet=20 (idle=20); case fleet=0,irrecoverable fleet conflict; required fleet=1; visible fleet=0; proposed BLOCK,passed_expected_valid_case_checks,,,,,"Accept: BLOCK is correct—at least one UAV is required, but no UAV is visible."
6c4a6010:canonical_execute,cluster:6c4a6010,6c4a6010,train,area_assignment_and_patrol,moderate,canonical_execute,EXECUTE,"Drone Drone 8 must take off to 22 meters, navigate to target Circle Target 2, take a photo, then navigate to target Circle Target 1 and take another photo.",UAVs=Drone 8; targets=Circle Target 2 | Circle Target 1; removed=Drone 8,base fleet=10 (idle=10); case fleet=10 (idle=10),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,"Accept: complete, executable area assignment and patrol baseline; the fleet context supports EXECUTE. Minor wording edit: remove the duplicated 'Drone' label."
6c4a6010:official_alias_execute,cluster:6c4a6010,6c4a6010,train,area_assignment_and_patrol,moderate,official_alias_execute,EXECUTE,"Two-target survey for Drone 8: take off to 22m, navigate to Circle Target 2 for imaging, then image Circle Target 1.",UAVs=Drone 8; targets=Circle Target 2 | Circle Target 1; removed=Drone 8,base fleet=10 (idle=10); case fleet=10 (idle=10),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,Accept: faithful alias; it preserves the operational constraints and supports EXECUTE.
6c4a6010:missing_information_clarify,cluster:6c4a6010,6c4a6010,train,area_assignment_and_patrol,moderate,missing_information_clarify,CLARIFY,"Assigned UAV A must take off to 22 meters, navigate to target Circle Target 2, take a photo, then navigate to target Circle Target 1 and take another photo.",UAVs=Drone 8; targets=Circle Target 2 | Circle Target 1; removed=Drone 8,base fleet=10 (idle=10); case fleet=10 (idle=10),removed explicit_drone_identity: Drone 8,passed_expected_valid_case_checks,,,,,Accept: CLARIFY is correct because the UAV identity mapping (Drone 8) is omitted.
6c4a6010:restored_information_execute,cluster:6c4a6010,6c4a6010,train,area_assignment_and_patrol,moderate,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 8) must take off to 22 meters, navigate to target Circle Target 2, take a photo, then navigate to target Circle Target 1 and take another photo.",UAVs=Drone 8; targets=Circle Target 2 | Circle Target 1; removed=Drone 8,base fleet=10 (idle=10); case fleet=10 (idle=10),restored explicit_drone_identity: Drone 8,passed_expected_valid_case_checks,,,,,"Accept: the UAV identities (Drone 8) are restored, making the instruction executable."
6c4a6010:resource_conflict_block,cluster:6c4a6010,6c4a6010,train,area_assignment_and_patrol,moderate,resource_conflict_block,BLOCK,"Drone Drone 8 must take off to 22 meters, navigate to target Circle Target 2, take a photo, then navigate to target Circle Target 1 and take another photo.",UAVs=Drone 8; targets=Circle Target 2 | Circle Target 1; removed=Drone 8,base fleet=10 (idle=10); case fleet=9 (idle=9),irrecoverable fleet conflict; removed required UAVs=Drone 8; proposed BLOCK,passed_expected_valid_case_checks,,,,,Accept: BLOCK is correct—the required UAVs (Drone 8) are unavailable and should not be silently substituted. Minor wording edit: remove the duplicated 'Drone' label.
6c99299a:canonical_execute,cluster:6c99299a,6c99299a,train,area_search,easy,canonical_execute,EXECUTE,"Drone Drone 2 takes off to 74 meters, flies to (881, 573, 74), loiters for 10 seconds, and captures a photo.","UAVs=Drone 2; coordinates=(881, 573, 74); removed=Drone 2",base fleet=3 (idle=3); case fleet=3 (idle=3),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,"Accept: complete, executable area search baseline; the fleet context supports EXECUTE. Minor wording edit: remove the duplicated 'Drone' label."
6c99299a:official_alias_execute,cluster:6c99299a,6c99299a,train,area_search,easy,official_alias_execute,EXECUTE,"Launch Drone 2 to random coordinates 881,573 at 74m altitude, pause 10s, take photograph","UAVs=Drone 2; coordinates=(881, 573, 74); removed=Drone 2",base fleet=3 (idle=3); case fleet=3 (idle=3),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,Accept: faithful alias; it preserves the operational constraints and supports EXECUTE. Review wording: 'random coordinates' conflicts with the fixed coordinates supplied.
6c99299a:missing_information_clarify,cluster:6c99299a,6c99299a,train,area_search,easy,missing_information_clarify,CLARIFY,"Assigned UAV A takes off to 74 meters, flies to (881, 573, 74), loiters for 10 seconds, and captures a photo.","UAVs=Drone 2; coordinates=(881, 573, 74); removed=Drone 2",base fleet=3 (idle=3); case fleet=3 (idle=3),removed explicit_drone_identity: Drone 2,passed_expected_valid_case_checks,,,,,Accept: CLARIFY is correct because the UAV identity mapping (Drone 2) is omitted.
6c99299a:restored_information_execute,cluster:6c99299a,6c99299a,train,area_search,easy,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 2) takes off to 74 meters, flies to (881, 573, 74), loiters for 10 seconds, and captures a photo.","UAVs=Drone 2; coordinates=(881, 573, 74); removed=Drone 2",base fleet=3 (idle=3); case fleet=3 (idle=3),restored explicit_drone_identity: Drone 2,passed_expected_valid_case_checks,,,,,"Accept: the UAV identities (Drone 2) are restored, making the instruction executable."
6c99299a:resource_conflict_block,cluster:6c99299a,6c99299a,train,area_search,easy,resource_conflict_block,BLOCK,"Drone Drone 2 takes off to 74 meters, flies to (881, 573, 74), loiters for 10 seconds, and captures a photo.","UAVs=Drone 2; coordinates=(881, 573, 74); removed=Drone 2",base fleet=3 (idle=3); case fleet=2 (idle=2),irrecoverable fleet conflict; removed required UAVs=Drone 2; proposed BLOCK,passed_expected_valid_case_checks,,,,,Accept: BLOCK is correct—the required UAVs (Drone 2) are unavailable and should not be silently substituted. Minor wording edit: remove the duplicated 'Drone' label.
89129044:canonical_execute,cluster:89129044,89129044,train,area_assignment_and_patrol,extreme,canonical_execute,EXECUTE,"Drone Drone 25 must take off to 19 meters, fly to position (842, 324, 19), hover at that location, and take a photo.","UAVs=Drone 25; coordinates=(842, 324, 19); removed=Drone 25",base fleet=30 (idle=30); case fleet=30 (idle=30),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,"Accept: complete, executable area assignment and patrol baseline; the fleet context supports EXECUTE. Minor wording edit: remove the duplicated 'Drone' label."
89129044:official_alias_execute,cluster:89129044,89129044,train,area_assignment_and_patrol,extreme,official_alias_execute,EXECUTE,"make drone Drone 25 fly to coordinates (842, 324) at altitude 19 meters and take picture","UAVs=Drone 25; coordinates=(842, 324, 19); removed=Drone 25",base fleet=30 (idle=30); case fleet=30 (idle=30),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,Accept: faithful alias; it preserves the operational constraints and supports EXECUTE. Minor wording edit: remove the duplicated 'Drone' label.
89129044:missing_information_clarify,cluster:89129044,89129044,train,area_assignment_and_patrol,extreme,missing_information_clarify,CLARIFY,"Assigned UAV A must take off to 19 meters, fly to position (842, 324, 19), hover at that location, and take a photo.","UAVs=Drone 25; coordinates=(842, 324, 19); removed=Drone 25",base fleet=30 (idle=30); case fleet=30 (idle=30),removed explicit_drone_identity: Drone 25,passed_expected_valid_case_checks,,,,,Accept: CLARIFY is correct because the UAV identity mapping (Drone 25) is omitted.
89129044:restored_information_execute,cluster:89129044,89129044,train,area_assignment_and_patrol,extreme,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 25) must take off to 19 meters, fly to position (842, 324, 19), hover at that location, and take a photo.","UAVs=Drone 25; coordinates=(842, 324, 19); removed=Drone 25",base fleet=30 (idle=30); case fleet=30 (idle=30),restored explicit_drone_identity: Drone 25,passed_expected_valid_case_checks,,,,,"Accept: the UAV identities (Drone 25) are restored, making the instruction executable."
89129044:resource_conflict_block,cluster:89129044,89129044,train,area_assignment_and_patrol,extreme,resource_conflict_block,BLOCK,"Drone Drone 25 must take off to 19 meters, fly to position (842, 324, 19), hover at that location, and take a photo.","UAVs=Drone 25; coordinates=(842, 324, 19); removed=Drone 25",base fleet=30 (idle=30); case fleet=29 (idle=29),irrecoverable fleet conflict; removed required UAVs=Drone 25; proposed BLOCK,passed_expected_valid_case_checks,,,,,Accept: BLOCK is correct—the required UAVs (Drone 25) are unavailable and should not be silently substituted. Minor wording edit: remove the duplicated 'Drone' label.
91130026:canonical_execute,cluster:91130026,91130026,train,area_search,moderate,canonical_execute,EXECUTE,"Use any available drone or drones to execute comprehensive area coverage searches of Polygon Target 3 and Circle Target 2. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches at least 95% area coverage.",UAVs=generic fleet; targets=Polygon Target 3 | Circle Target 2; removed=95%,base fleet=8 (idle=8); case fleet=8 (idle=8),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,"Accept: complete, executable area search baseline; the fleet context supports EXECUTE."
91130026:official_alias_execute,cluster:91130026,91130026,train,area_search,moderate,official_alias_execute,EXECUTE,"Search Polygon Target 3 and Circle Target 2 without assigning specific drones, ensuring at least 95% area coverage for each target.",UAVs=generic fleet; targets=Polygon Target 3 | Circle Target 2; removed=95%,base fleet=8 (idle=8); case fleet=8 (idle=8),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,Accept: faithful alias; it preserves the operational constraints and supports EXECUTE.
91130026:missing_information_clarify,cluster:91130026,91130026,train,area_search,moderate,missing_information_clarify,CLARIFY,"Use any available drone or drones to execute comprehensive area coverage searches of Polygon Target 3 and Circle Target 2. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches the required level of area coverage.",UAVs=generic fleet; targets=Polygon Target 3 | Circle Target 2; removed=95%,base fleet=8 (idle=8); case fleet=8 (idle=8),removed coverage_threshold: 95%,passed_expected_valid_case_checks,,,,,Accept: CLARIFY is correct because the required 95% completion/coverage threshold is omitted.
91130026:restored_information_execute,cluster:91130026,91130026,train,area_search,moderate,restored_information_execute,EXECUTE,"Use any available drone or drones to execute comprehensive area coverage searches of Polygon Target 3 and Circle Target 2. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches the required level of area coverage (95%).",UAVs=generic fleet; targets=Polygon Target 3 | Circle Target 2; removed=95%,base fleet=8 (idle=8); case fleet=8 (idle=8),restored coverage_threshold: 95%,passed_expected_valid_case_checks,,,,,"Accept: the 95% threshold is restored, so EXECUTE is consistent with the available fleet."
91130026:resource_conflict_block,cluster:91130026,91130026,train,area_search,moderate,resource_conflict_block,BLOCK,"Use any available drone or drones to execute comprehensive area coverage searches of Polygon Target 3 and Circle Target 2. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches at least 95% area coverage.",UAVs=generic fleet; targets=Polygon Target 3 | Circle Target 2; removed=95%,base fleet=8 (idle=8); case fleet=0,irrecoverable fleet conflict; required fleet=1; visible fleet=0; proposed BLOCK,passed_expected_valid_case_checks,,,,,"Accept: BLOCK is correct—at least one UAV is required, but no UAV is visible."
9b355a03:canonical_execute,cluster:9b355a03,9b355a03,train,area_search,hard,canonical_execute,EXECUTE,"Drones Drone 4, Drone 8, and Drone 10 should take off to 19 meters altitude and form a triangle formation around target at position (483, 553, 19). Drone 4 positions at (483, 483, 19), Drone 8 at (491, 640, 19), and Drone 10 at (545, 413, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 4, Drone 8, Drone 10; coordinates=(483, 553, 19) | (483, 483, 19) | (491, 640, 19) | (545, 413, 19); removed=Drone 4 | Drone 8 | Drone 10",base fleet=10 (idle=10); case fleet=10 (idle=10),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,"Accept: complete, executable area search baseline; the fleet context supports EXECUTE. Minor wording edit: remove the duplicated 'Drone' label."
9b355a03:official_alias_execute,cluster:9b355a03,9b355a03,train,area_search,hard,official_alias_execute,EXECUTE,"Form a three-point hover after takeoff to 19m around target (483, 553, 19): Drone 4 at (483,483,19), Drone 8 at (491,640,19), Drone 10 at (545,413,19), then hover.","UAVs=Drone 4, Drone 8, Drone 10; coordinates=(483, 553, 19) | (483, 483, 19) | (491, 640, 19) | (545, 413, 19); removed=Drone 4 | Drone 8 | Drone 10",base fleet=10 (idle=10); case fleet=10 (idle=10),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,Accept: faithful alias; it preserves the operational constraints and supports EXECUTE.
9b355a03:missing_information_clarify,cluster:9b355a03,9b355a03,train,area_search,hard,missing_information_clarify,CLARIFY,"Assigned UAV A, Assigned UAV B, and Assigned UAV C should take off to 19 meters altitude and form a triangle formation around target at position (483, 553, 19). Assigned UAV A positions at (483, 483, 19), Assigned UAV B at (491, 640, 19), and Assigned UAV C at (545, 413, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 4, Drone 8, Drone 10; coordinates=(483, 553, 19) | (483, 483, 19) | (491, 640, 19) | (545, 413, 19); removed=Drone 4 | Drone 8 | Drone 10",base fleet=10 (idle=10); case fleet=10 (idle=10),removed explicit_drone_identity: Drone 4 | Drone 8 | Drone 10,passed_expected_valid_case_checks,,,,,"Accept: CLARIFY is correct because the UAV identity mapping (Drone 4, Drone 8, Drone 10) is omitted."
9b355a03:restored_information_execute,cluster:9b355a03,9b355a03,train,area_search,hard,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 4), Assigned UAV B (Drone 8), and Assigned UAV C (Drone 10) should take off to 19 meters altitude and form a triangle formation around target at position (483, 553, 19). Assigned UAV A (Drone 4) positions at (483, 483, 19), Assigned UAV B (Drone 8) at (491, 640, 19), and Assigned UAV C (Drone 10) at (545, 413, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 4, Drone 8, Drone 10; coordinates=(483, 553, 19) | (483, 483, 19) | (491, 640, 19) | (545, 413, 19); removed=Drone 4 | Drone 8 | Drone 10",base fleet=10 (idle=10); case fleet=10 (idle=10),restored explicit_drone_identity: Drone 4 | Drone 8 | Drone 10,passed_expected_valid_case_checks,,,,,"Accept: the UAV identities (Drone 4, Drone 8, Drone 10) are restored, making the instruction executable."
9b355a03:resource_conflict_block,cluster:9b355a03,9b355a03,train,area_search,hard,resource_conflict_block,BLOCK,"Drones Drone 4, Drone 8, and Drone 10 should take off to 19 meters altitude and form a triangle formation around target at position (483, 553, 19). Drone 4 positions at (483, 483, 19), Drone 8 at (491, 640, 19), and Drone 10 at (545, 413, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 4, Drone 8, Drone 10; coordinates=(483, 553, 19) | (483, 483, 19) | (491, 640, 19) | (545, 413, 19); removed=Drone 4 | Drone 8 | Drone 10",base fleet=10 (idle=10); case fleet=7 (idle=7),irrecoverable fleet conflict; removed required UAVs=Drone 10 | Drone 4 | Drone 8; proposed BLOCK,passed_expected_valid_case_checks,,,,,"Accept: BLOCK is correct—the required UAVs (Drone 10, Drone 4, Drone 8) are unavailable and should not be silently substituted. Minor wording edit: remove the duplicated 'Drone' label."
9ec0f798:canonical_execute,cluster:9ec0f798,9ec0f798,train,area_search,moderate,canonical_execute,EXECUTE,"Drone Drone 5 performs sequential multi-target mission: take off to 21 meters, visit targets Circle Target 1, Polygon Target 2, and Circle Target 2 in sequence. At each target, get within the target radius, hover for observation, and take a photo. Plan optimal route to minimize flight distance.",UAVs=Drone 5; targets=Circle Target 1 | Polygon Target 2 | Circle Target 2; removed=Drone 5,base fleet=8 (idle=8); case fleet=8 (idle=8),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,"Accept: complete, executable area search baseline; the fleet context supports EXECUTE. Minor wording edit: remove the duplicated 'Drone' label."
9ec0f798:official_alias_execute,cluster:9ec0f798,9ec0f798,train,area_search,moderate,official_alias_execute,EXECUTE,"Drone 5 sequential inspection run: take off to 21 meters, proceed Circle Target 1 → Polygon Target 2 → Circle Target 2, and for each target hover within range and take a photo, optimizing the path length.",UAVs=Drone 5; targets=Circle Target 1 | Polygon Target 2 | Circle Target 2; removed=Drone 5,base fleet=8 (idle=8); case fleet=8 (idle=8),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,Accept: faithful alias; it preserves the operational constraints and supports EXECUTE.
9ec0f798:missing_information_clarify,cluster:9ec0f798,9ec0f798,train,area_search,moderate,missing_information_clarify,CLARIFY,"Assigned UAV A performs sequential multi-target mission: take off to 21 meters, visit targets Circle Target 1, Polygon Target 2, and Circle Target 2 in sequence. At each target, get within the target radius, hover for observation, and take a photo. Plan optimal route to minimize flight distance.",UAVs=Drone 5; targets=Circle Target 1 | Polygon Target 2 | Circle Target 2; removed=Drone 5,base fleet=8 (idle=8); case fleet=8 (idle=8),removed explicit_drone_identity: Drone 5,passed_expected_valid_case_checks,,,,,Accept: CLARIFY is correct because the UAV identity mapping (Drone 5) is omitted.
9ec0f798:restored_information_execute,cluster:9ec0f798,9ec0f798,train,area_search,moderate,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 5) performs sequential multi-target mission: take off to 21 meters, visit targets Circle Target 1, Polygon Target 2, and Circle Target 2 in sequence. At each target, get within the target radius, hover for observation, and take a photo. Plan optimal route to minimize flight distance.",UAVs=Drone 5; targets=Circle Target 1 | Polygon Target 2 | Circle Target 2; removed=Drone 5,base fleet=8 (idle=8); case fleet=8 (idle=8),restored explicit_drone_identity: Drone 5,passed_expected_valid_case_checks,,,,,"Accept: the UAV identities (Drone 5) are restored, making the instruction executable."
9ec0f798:resource_conflict_block,cluster:9ec0f798,9ec0f798,train,area_search,moderate,resource_conflict_block,BLOCK,"Drone Drone 5 performs sequential multi-target mission: take off to 21 meters, visit targets Circle Target 1, Polygon Target 2, and Circle Target 2 in sequence. At each target, get within the target radius, hover for observation, and take a photo. Plan optimal route to minimize flight distance.",UAVs=Drone 5; targets=Circle Target 1 | Polygon Target 2 | Circle Target 2; removed=Drone 5,base fleet=8 (idle=8); case fleet=7 (idle=7),irrecoverable fleet conflict; removed required UAVs=Drone 5; proposed BLOCK,passed_expected_valid_case_checks,,,,,Accept: BLOCK is correct—the required UAVs (Drone 5) are unavailable and should not be silently substituted. Minor wording edit: remove the duplicated 'Drone' label.
a2fa2e02:canonical_execute,cluster:a2fa2e02,a2fa2e02,train,area_search,hard,canonical_execute,EXECUTE,"Use any available drone or drones to execute comprehensive area coverage searches of Polygon Target 4 and Polygon Target 3. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches at least 95% area coverage.",UAVs=generic fleet; targets=Polygon Target 4 | Polygon Target 3; removed=95%,base fleet=10 (idle=10); case fleet=10 (idle=10),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,"Accept: complete, executable area search baseline; the fleet context supports EXECUTE."
a2fa2e02:official_alias_execute,cluster:a2fa2e02,a2fa2e02,train,area_search,hard,official_alias_execute,EXECUTE,"Complete flexible-drone coverage sweeps of Polygon Target 4 and Polygon Target 3, reaching at least 95% searched area on both.",UAVs=generic fleet; targets=Polygon Target 4 | Polygon Target 3; removed=95%,base fleet=10 (idle=10); case fleet=10 (idle=10),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,Accept: faithful alias; it preserves the operational constraints and supports EXECUTE.
a2fa2e02:missing_information_clarify,cluster:a2fa2e02,a2fa2e02,train,area_search,hard,missing_information_clarify,CLARIFY,"Use any available drone or drones to execute comprehensive area coverage searches of Polygon Target 4 and Polygon Target 3. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches the required level of area coverage.",UAVs=generic fleet; targets=Polygon Target 4 | Polygon Target 3; removed=95%,base fleet=10 (idle=10); case fleet=10 (idle=10),removed coverage_threshold: 95%,passed_expected_valid_case_checks,,,,,Accept: CLARIFY is correct because the required 95% completion/coverage threshold is omitted.
a2fa2e02:restored_information_execute,cluster:a2fa2e02,a2fa2e02,train,area_search,hard,restored_information_execute,EXECUTE,"Use any available drone or drones to execute comprehensive area coverage searches of Polygon Target 4 and Polygon Target 3. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches the required level of area coverage (95%).",UAVs=generic fleet; targets=Polygon Target 4 | Polygon Target 3; removed=95%,base fleet=10 (idle=10); case fleet=10 (idle=10),restored coverage_threshold: 95%,passed_expected_valid_case_checks,,,,,"Accept: the 95% threshold is restored, so EXECUTE is consistent with the available fleet."
a2fa2e02:resource_conflict_block,cluster:a2fa2e02,a2fa2e02,train,area_search,hard,resource_conflict_block,BLOCK,"Use any available drone or drones to execute comprehensive area coverage searches of Polygon Target 4 and Polygon Target 3. Cover both target areas with efficient grid, spiral, or serpentine patterns until each target reaches at least 95% area coverage.",UAVs=generic fleet; targets=Polygon Target 4 | Polygon Target 3; removed=95%,base fleet=10 (idle=10); case fleet=0,irrecoverable fleet conflict; required fleet=1; visible fleet=0; proposed BLOCK,passed_expected_valid_case_checks,,,,,"Accept: BLOCK is correct—at least one UAV is required, but no UAV is visible."
a45a0c87:canonical_execute,cluster:a45a0c87,a45a0c87,train,area_assignment_and_patrol,hard,canonical_execute,EXECUTE,"Three-drone coordination exercise: Drone 1, Drone 18, and Drone 17 take off together to 18 meters altitude, then hold formation at positions (637, 462, 18), (691, 421, 18), and (649, 702, 18) respectively for synchronized operation. Then all three drones move north for 65m, and next move east for 78m. Each drone must complete the specified directional movements (north 65m, then east 78m) regardless of starting position - if obstacles block the path, drones should adjust position as needed to complete the full directed distance in each heading.","UAVs=Drone 1, Drone 18, Drone 17; coordinates=(637, 462, 18) | (691, 421, 18) | (649, 702, 18); removed=Drone 1 | Drone 18 | Drone 17",base fleet=20 (idle=20); case fleet=20 (idle=20),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,"Accept: complete, executable area assignment and patrol baseline; the fleet context supports EXECUTE."
a45a0c87:official_alias_execute,cluster:a45a0c87,a45a0c87,train,area_assignment_and_patrol,hard,official_alias_execute,EXECUTE,"Three-drone coordinated maneuver: Drone 1, Drone 18, and Drone 17 lift off to 18m elevation, hold formation positions at (637, 462, 18), (691, 421, 18), and (649, 702, 18) respectively, then travel north 65 meters and east 78 meters in sequence. The specified directional distances must be achieved by each drone, adapting position to circumvent any obstacles.","UAVs=Drone 1, Drone 18, Drone 17; coordinates=(637, 462, 18) | (691, 421, 18) | (649, 702, 18); removed=Drone 1 | Drone 18 | Drone 17",base fleet=20 (idle=20); case fleet=20 (idle=20),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,Accept: faithful alias; it preserves the operational constraints and supports EXECUTE.
