case_id,cluster_id,source_task_id,split,scenario,difficulty,variant,proposed_decision,instruction,entity_summary,uav_status_summary,intervention_summary,automatic_validation,reviewer_id,review_status,case_valid,exclusion_reason,reviewer_notes
15ea9ca3:resource_conflict_block,cluster:15ea9ca3,15ea9ca3,train,target_assignment,extreme,resource_conflict_block,BLOCK,"Drones Drone 9, Drone 20, and Drone 27 must take off to 21 meters. Drone 9 photographs targets Fixed Target 13 and Fixed Target 87. Drone 20 photographs targets Fixed Target 64 and Fixed Target 1. Drone 27 photographs targets Fixed Target 65 and Fixed Target 38.","UAVs=Drone 9, Drone 20, Drone 27; targets=Fixed Target 13 | Fixed Target 87 | Fixed Target 64 | Fixed Target 1 (+2 more); removed=Drone 9 | Drone 20 | Drone 27",base fleet=30 (idle=30); case fleet=27 (idle=27),irrecoverable fleet conflict; removed required UAVs=Drone 20 | Drone 27 | Drone 9; proposed BLOCK,passed_expected_valid_case_checks,,,,,
1613f532:canonical_execute,cluster:1613f532,1613f532,calibration,area_assignment_and_patrol,easy,canonical_execute,EXECUTE,"Three-drone target sweep: Drone 4, Drone 3, and Drone 2 take off together to 17 meters altitude. Drone 4 flies to target Polygon Target 1, Drone 3 flies to target Circle Target 1, and Drone 2 flies to target Circle Target 2. After reaching the targets, all three drones move west for 67m, then south for 54m, then north for 53m together. Each drone must complete the specified directional movements (west 67m, south 54m, north 53m) regardless of starting position - if obstacles block the path, drones should adjust position as needed to complete the full directed distance in each heading.","UAVs=Drone 4, Drone 3, Drone 2; targets=Polygon Target 1 | Circle Target 1 | Circle Target 2; removed=Drone 4 | Drone 3 | Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
1613f532:official_alias_execute,cluster:1613f532,1613f532,calibration,area_assignment_and_patrol,easy,official_alias_execute,EXECUTE,"Execute three-drone sweep mission: Drone 4, Drone 3, Drone 2 take off reaching 17 meters height, fly to targets Polygon Target 1, Circle Target 1, Circle Target 2 respectively, then proceed west for 67m, subsequently south for 54m, and finally north for 53m together, with each drone completing the full directed movements by repositioning around obstacles if necessary.","UAVs=Drone 4, Drone 3, Drone 2; targets=Polygon Target 1 | Circle Target 1 | Circle Target 2; removed=Drone 4 | Drone 3 | Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
1613f532:missing_information_clarify,cluster:1613f532,1613f532,calibration,area_assignment_and_patrol,easy,missing_information_clarify,CLARIFY,"Three-drone target sweep: Assigned UAV A, Assigned UAV B, and Assigned UAV C take off together to 17 meters altitude. Assigned UAV A flies to target Polygon Target 1, Assigned UAV B flies to target Circle Target 1, and Assigned UAV C flies to target Circle Target 2. After reaching the targets, all three drones move west for 67m, then south for 54m, then north for 53m together. Each drone must complete the specified directional movements (west 67m, south 54m, north 53m) regardless of starting position - if obstacles block the path, drones should adjust position as needed to complete the full directed distance in each heading.","UAVs=Drone 4, Drone 3, Drone 2; targets=Polygon Target 1 | Circle Target 1 | Circle Target 2; removed=Drone 4 | Drone 3 | Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),removed explicit_drone_identity: Drone 4 | Drone 3 | Drone 2,passed_expected_valid_case_checks,,,,,
1613f532:restored_information_execute,cluster:1613f532,1613f532,calibration,area_assignment_and_patrol,easy,restored_information_execute,EXECUTE,"Three-drone target sweep: Assigned UAV A (Drone 4), Assigned UAV B (Drone 3), and Assigned UAV C (Drone 2) take off together to 17 meters altitude. Assigned UAV A (Drone 4) flies to target Polygon Target 1, Assigned UAV B (Drone 3) flies to target Circle Target 1, and Assigned UAV C (Drone 2) flies to target Circle Target 2. After reaching the targets, all three drones move west for 67m, then south for 54m, then north for 53m together. Each drone must complete the specified directional movements (west 67m, south 54m, north 53m) regardless of starting position - if obstacles block the path, drones should adjust position as needed to complete the full directed distance in each heading.","UAVs=Drone 4, Drone 3, Drone 2; targets=Polygon Target 1 | Circle Target 1 | Circle Target 2; removed=Drone 4 | Drone 3 | Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),restored explicit_drone_identity: Drone 4 | Drone 3 | Drone 2,passed_expected_valid_case_checks,,,,,
1613f532:resource_conflict_block,cluster:1613f532,1613f532,calibration,area_assignment_and_patrol,easy,resource_conflict_block,BLOCK,"Three-drone target sweep: Drone 4, Drone 3, and Drone 2 take off together to 17 meters altitude. Drone 4 flies to target Polygon Target 1, Drone 3 flies to target Circle Target 1, and Drone 2 flies to target Circle Target 2. After reaching the targets, all three drones move west for 67m, then south for 54m, then north for 53m together. Each drone must complete the specified directional movements (west 67m, south 54m, north 53m) regardless of starting position - if obstacles block the path, drones should adjust position as needed to complete the full directed distance in each heading.","UAVs=Drone 4, Drone 3, Drone 2; targets=Polygon Target 1 | Circle Target 1 | Circle Target 2; removed=Drone 4 | Drone 3 | Drone 2",base fleet=5 (idle=5); case fleet=2 (idle=2),irrecoverable fleet conflict; removed required UAVs=Drone 2 | Drone 3 | Drone 4; proposed BLOCK,passed_expected_valid_case_checks,,,,,
1645f85b:canonical_execute,cluster:1645f85b,1645f85b,train,area_assignment_and_patrol,extreme,canonical_execute,EXECUTE,"Drones Drone 29, Drone 27, and Drone 22 should take off to 20 meters altitude and form a triangle formation around target at position (464, 596, 20). Drone 29 positions at (464, 473, 20), Drone 27 at (395, 401, 20), and Drone 22 at (567, 613, 20). After formation is established, all drones maintain hovering.","UAVs=Drone 29, Drone 27, Drone 22; coordinates=(464, 596, 20) | (464, 473, 20) | (395, 401, 20) | (567, 613, 20); removed=Drone 29 | Drone 27 | Drone 22",base fleet=30 (idle=30); case fleet=30 (idle=30),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
1645f85b:official_alias_execute,cluster:1645f85b,1645f85b,train,area_assignment_and_patrol,extreme,official_alias_execute,EXECUTE,"Triangle formation at 20m around target (464, 596, 20): Drone 29 holds (464,473,20), Drone 27 holds (395,401,20), Drone 22 holds (567,613,20), all hovering.","UAVs=Drone 29, Drone 27, Drone 22; coordinates=(464, 596, 20) | (464, 473, 20) | (395, 401, 20) | (567, 613, 20); removed=Drone 29 | Drone 27 | Drone 22",base fleet=30 (idle=30); case fleet=30 (idle=30),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
1645f85b:missing_information_clarify,cluster:1645f85b,1645f85b,train,area_assignment_and_patrol,extreme,missing_information_clarify,CLARIFY,"Assigned UAV A, Assigned UAV B, and Assigned UAV C should take off to 20 meters altitude and form a triangle formation around target at position (464, 596, 20). Assigned UAV A positions at (464, 473, 20), Assigned UAV B at (395, 401, 20), and Assigned UAV C at (567, 613, 20). After formation is established, all drones maintain hovering.","UAVs=Drone 29, Drone 27, Drone 22; coordinates=(464, 596, 20) | (464, 473, 20) | (395, 401, 20) | (567, 613, 20); removed=Drone 29 | Drone 27 | Drone 22",base fleet=30 (idle=30); case fleet=30 (idle=30),removed explicit_drone_identity: Drone 29 | Drone 27 | Drone 22,passed_expected_valid_case_checks,,,,,
1645f85b:restored_information_execute,cluster:1645f85b,1645f85b,train,area_assignment_and_patrol,extreme,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 29), Assigned UAV B (Drone 27), and Assigned UAV C (Drone 22) should take off to 20 meters altitude and form a triangle formation around target at position (464, 596, 20). Assigned UAV A (Drone 29) positions at (464, 473, 20), Assigned UAV B (Drone 27) at (395, 401, 20), and Assigned UAV C (Drone 22) at (567, 613, 20). After formation is established, all drones maintain hovering.","UAVs=Drone 29, Drone 27, Drone 22; coordinates=(464, 596, 20) | (464, 473, 20) | (395, 401, 20) | (567, 613, 20); removed=Drone 29 | Drone 27 | Drone 22",base fleet=30 (idle=30); case fleet=30 (idle=30),restored explicit_drone_identity: Drone 29 | Drone 27 | Drone 22,passed_expected_valid_case_checks,,,,,
1645f85b:resource_conflict_block,cluster:1645f85b,1645f85b,train,area_assignment_and_patrol,extreme,resource_conflict_block,BLOCK,"Drones Drone 29, Drone 27, and Drone 22 should take off to 20 meters altitude and form a triangle formation around target at position (464, 596, 20). Drone 29 positions at (464, 473, 20), Drone 27 at (395, 401, 20), and Drone 22 at (567, 613, 20). After formation is established, all drones maintain hovering.","UAVs=Drone 29, Drone 27, Drone 22; coordinates=(464, 596, 20) | (464, 473, 20) | (395, 401, 20) | (567, 613, 20); removed=Drone 29 | Drone 27 | Drone 22",base fleet=30 (idle=30); case fleet=27 (idle=27),irrecoverable fleet conflict; removed required UAVs=Drone 22 | Drone 27 | Drone 29; proposed BLOCK,passed_expected_valid_case_checks,,,,,
170c5173:canonical_execute,cluster:170c5173,170c5173,calibration,target_assignment,easy,canonical_execute,EXECUTE,"Drone Drone 3 must take off to 24 meters, fly to position (928, 163, 24), hover at that location, and take a photo.","UAVs=Drone 3; coordinates=(928, 163, 24); removed=Drone 3",base fleet=5 (idle=5); case fleet=5 (idle=5),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
170c5173:official_alias_execute,cluster:170c5173,170c5173,calibration,target_assignment,easy,official_alias_execute,EXECUTE,"make drone Drone 3 fly to coordinates (928, 163) at altitude 24 meters and take picture","UAVs=Drone 3; coordinates=(928, 163, 24); removed=Drone 3",base fleet=5 (idle=5); case fleet=5 (idle=5),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
170c5173:missing_information_clarify,cluster:170c5173,170c5173,calibration,target_assignment,easy,missing_information_clarify,CLARIFY,"Assigned UAV A must take off to 24 meters, fly to position (928, 163, 24), hover at that location, and take a photo.","UAVs=Drone 3; coordinates=(928, 163, 24); removed=Drone 3",base fleet=5 (idle=5); case fleet=5 (idle=5),removed explicit_drone_identity: Drone 3,passed_expected_valid_case_checks,,,,,
170c5173:restored_information_execute,cluster:170c5173,170c5173,calibration,target_assignment,easy,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 3) must take off to 24 meters, fly to position (928, 163, 24), hover at that location, and take a photo.","UAVs=Drone 3; coordinates=(928, 163, 24); removed=Drone 3",base fleet=5 (idle=5); case fleet=5 (idle=5),restored explicit_drone_identity: Drone 3,passed_expected_valid_case_checks,,,,,
170c5173:resource_conflict_block,cluster:170c5173,170c5173,calibration,target_assignment,easy,resource_conflict_block,BLOCK,"Drone Drone 3 must take off to 24 meters, fly to position (928, 163, 24), hover at that location, and take a photo.","UAVs=Drone 3; coordinates=(928, 163, 24); removed=Drone 3",base fleet=5 (idle=5); case fleet=4 (idle=4),irrecoverable fleet conflict; removed required UAVs=Drone 3; proposed BLOCK,passed_expected_valid_case_checks,,,,,
171fcea7:canonical_execute,cluster:171fcea7,171fcea7,train,target_assignment,extreme,canonical_execute,EXECUTE,"Drone Drone 3 should take off to 22 meters and fly through multiple waypoints: (216, 224, 22), (537, 162, 22), (753, 365, 22), (404, 578, 22), (159, 640, 22).","UAVs=Drone 3; coordinates=(216, 224, 22) | (537, 162, 22) | (753, 365, 22) | (404, 578, 22) (+1 more); removed=Drone 3",base fleet=30 (idle=30); case fleet=30 (idle=30),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
171fcea7:official_alias_execute,cluster:171fcea7,171fcea7,train,target_assignment,extreme,official_alias_execute,EXECUTE,"Drone 3 multi-stop flight plan: ascend to 22 meters, then proceed through coordinates (216,224), (537,162), (753,365), (404,578), (159,640).","UAVs=Drone 3; coordinates=(216, 224, 22) | (537, 162, 22) | (753, 365, 22) | (404, 578, 22) (+1 more); removed=Drone 3",base fleet=30 (idle=30); case fleet=30 (idle=30),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
171fcea7:missing_information_clarify,cluster:171fcea7,171fcea7,train,target_assignment,extreme,missing_information_clarify,CLARIFY,"Assigned UAV A should take off to 22 meters and fly through multiple waypoints: (216, 224, 22), (537, 162, 22), (753, 365, 22), (404, 578, 22), (159, 640, 22).","UAVs=Drone 3; coordinates=(216, 224, 22) | (537, 162, 22) | (753, 365, 22) | (404, 578, 22) (+1 more); removed=Drone 3",base fleet=30 (idle=30); case fleet=30 (idle=30),removed explicit_drone_identity: Drone 3,passed_expected_valid_case_checks,,,,,
171fcea7:restored_information_execute,cluster:171fcea7,171fcea7,train,target_assignment,extreme,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 3) should take off to 22 meters and fly through multiple waypoints: (216, 224, 22), (537, 162, 22), (753, 365, 22), (404, 578, 22), (159, 640, 22).","UAVs=Drone 3; coordinates=(216, 224, 22) | (537, 162, 22) | (753, 365, 22) | (404, 578, 22) (+1 more); removed=Drone 3",base fleet=30 (idle=30); case fleet=30 (idle=30),restored explicit_drone_identity: Drone 3,passed_expected_valid_case_checks,,,,,
171fcea7:resource_conflict_block,cluster:171fcea7,171fcea7,train,target_assignment,extreme,resource_conflict_block,BLOCK,"Drone Drone 3 should take off to 22 meters and fly through multiple waypoints: (216, 224, 22), (537, 162, 22), (753, 365, 22), (404, 578, 22), (159, 640, 22).","UAVs=Drone 3; coordinates=(216, 224, 22) | (537, 162, 22) | (753, 365, 22) | (404, 578, 22) (+1 more); removed=Drone 3",base fleet=30 (idle=30); case fleet=29 (idle=29),irrecoverable fleet conflict; removed required UAVs=Drone 3; proposed BLOCK,passed_expected_valid_case_checks,,,,,
173788b9:canonical_execute,cluster:173788b9,173788b9,calibration,area_search,intermediate,canonical_execute,EXECUTE,"Drone Drone 2 must take off to 24 meters, fly to position (538, 496, 24), hover at that location, and take a photo.","UAVs=Drone 2; coordinates=(538, 496, 24); removed=Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
173788b9:official_alias_execute,cluster:173788b9,173788b9,calibration,area_search,intermediate,official_alias_execute,EXECUTE,"Drone Drone 2 takeoff 24m, go to (538,496), hover and take photo","UAVs=Drone 2; coordinates=(538, 496, 24); removed=Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
173788b9:missing_information_clarify,cluster:173788b9,173788b9,calibration,area_search,intermediate,missing_information_clarify,CLARIFY,"Assigned UAV A must take off to 24 meters, fly to position (538, 496, 24), hover at that location, and take a photo.","UAVs=Drone 2; coordinates=(538, 496, 24); removed=Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),removed explicit_drone_identity: Drone 2,passed_expected_valid_case_checks,,,,,
173788b9:restored_information_execute,cluster:173788b9,173788b9,calibration,area_search,intermediate,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 2) must take off to 24 meters, fly to position (538, 496, 24), hover at that location, and take a photo.","UAVs=Drone 2; coordinates=(538, 496, 24); removed=Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),restored explicit_drone_identity: Drone 2,passed_expected_valid_case_checks,,,,,
173788b9:resource_conflict_block,cluster:173788b9,173788b9,calibration,area_search,intermediate,resource_conflict_block,BLOCK,"Drone Drone 2 must take off to 24 meters, fly to position (538, 496, 24), hover at that location, and take a photo.","UAVs=Drone 2; coordinates=(538, 496, 24); removed=Drone 2",base fleet=5 (idle=5); case fleet=4 (idle=4),irrecoverable fleet conflict; removed required UAVs=Drone 2; proposed BLOCK,passed_expected_valid_case_checks,,,,,
179a6749:canonical_execute,cluster:179a6749,179a6749,test,area_assignment_and_patrol,intermediate,canonical_execute,EXECUTE,"Drone Drone 7 multi-target verification mission: take off to 22 meters, visit and reach targets Polygon Target 2 and Circle Target 2. Each target must be reached at least once to verify successful visits. Fly within target radius for each visit.",UAVs=Drone 7; targets=Polygon Target 2 | Circle Target 2; removed=Drone 7,base fleet=8 (idle=8); case fleet=8 (idle=8),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
179a6749:official_alias_execute,cluster:179a6749,179a6749,test,area_assignment_and_patrol,intermediate,official_alias_execute,EXECUTE,make drone Drone 7 verify reach of two targets,UAVs=Drone 7; targets=Polygon Target 2 | Circle Target 2; removed=Drone 7,base fleet=8 (idle=8); case fleet=8 (idle=8),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
179a6749:missing_information_clarify,cluster:179a6749,179a6749,test,area_assignment_and_patrol,intermediate,missing_information_clarify,CLARIFY,"Assigned UAV A multi-target verification mission: take off to 22 meters, visit and reach targets Polygon Target 2 and Circle Target 2. Each target must be reached at least once to verify successful visits. Fly within target radius for each visit.",UAVs=Drone 7; targets=Polygon Target 2 | Circle Target 2; removed=Drone 7,base fleet=8 (idle=8); case fleet=8 (idle=8),removed explicit_drone_identity: Drone 7,passed_expected_valid_case_checks,,,,,
179a6749:restored_information_execute,cluster:179a6749,179a6749,test,area_assignment_and_patrol,intermediate,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 7) multi-target verification mission: take off to 22 meters, visit and reach targets Polygon Target 2 and Circle Target 2. Each target must be reached at least once to verify successful visits. Fly within target radius for each visit.",UAVs=Drone 7; targets=Polygon Target 2 | Circle Target 2; removed=Drone 7,base fleet=8 (idle=8); case fleet=8 (idle=8),restored explicit_drone_identity: Drone 7,passed_expected_valid_case_checks,,,,,
179a6749:resource_conflict_block,cluster:179a6749,179a6749,test,area_assignment_and_patrol,intermediate,resource_conflict_block,BLOCK,"Drone Drone 7 multi-target verification mission: take off to 22 meters, visit and reach targets Polygon Target 2 and Circle Target 2. Each target must be reached at least once to verify successful visits. Fly within target radius for each visit.",UAVs=Drone 7; targets=Polygon Target 2 | Circle Target 2; removed=Drone 7,base fleet=8 (idle=8); case fleet=7 (idle=7),irrecoverable fleet conflict; removed required UAVs=Drone 7; proposed BLOCK,passed_expected_valid_case_checks,,,,,
17ecac37:canonical_execute,cluster:17ecac37,17ecac37,test,target_assignment,easy,canonical_execute,EXECUTE,"Drone Drone 5 performs sequential multi-target mission: take off to 21 meters, visit targets Fixed Target 3, Fixed Target 1, and Fixed Target 2 in sequence. At each target, get within the target radius, hover for observation, and take a photo. Plan optimal route to minimize flight distance.",UAVs=Drone 5; targets=Fixed Target 3 | Fixed Target 1 | Fixed Target 2; removed=Drone 5,base fleet=5 (idle=5); case fleet=5 (idle=5),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
17ecac37:official_alias_execute,cluster:17ecac37,17ecac37,test,target_assignment,easy,official_alias_execute,EXECUTE,"Sequential coverage for Drone 5: ascend to 21m, reach Fixed Target 3, Fixed Target 1, Fixed Target 2 in order, hover at each to observe, and take a photo while minimizing travel distance.",UAVs=Drone 5; targets=Fixed Target 3 | Fixed Target 1 | Fixed Target 2; removed=Drone 5,base fleet=5 (idle=5); case fleet=5 (idle=5),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
17ecac37:missing_information_clarify,cluster:17ecac37,17ecac37,test,target_assignment,easy,missing_information_clarify,CLARIFY,"Assigned UAV A performs sequential multi-target mission: take off to 21 meters, visit targets Fixed Target 3, Fixed Target 1, and Fixed Target 2 in sequence. At each target, get within the target radius, hover for observation, and take a photo. Plan optimal route to minimize flight distance.",UAVs=Drone 5; targets=Fixed Target 3 | Fixed Target 1 | Fixed Target 2; removed=Drone 5,base fleet=5 (idle=5); case fleet=5 (idle=5),removed explicit_drone_identity: Drone 5,passed_expected_valid_case_checks,,,,,
17ecac37:restored_information_execute,cluster:17ecac37,17ecac37,test,target_assignment,easy,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 5) performs sequential multi-target mission: take off to 21 meters, visit targets Fixed Target 3, Fixed Target 1, and Fixed Target 2 in sequence. At each target, get within the target radius, hover for observation, and take a photo. Plan optimal route to minimize flight distance.",UAVs=Drone 5; targets=Fixed Target 3 | Fixed Target 1 | Fixed Target 2; removed=Drone 5,base fleet=5 (idle=5); case fleet=5 (idle=5),restored explicit_drone_identity: Drone 5,passed_expected_valid_case_checks,,,,,
17ecac37:resource_conflict_block,cluster:17ecac37,17ecac37,test,target_assignment,easy,resource_conflict_block,BLOCK,"Drone Drone 5 performs sequential multi-target mission: take off to 21 meters, visit targets Fixed Target 3, Fixed Target 1, and Fixed Target 2 in sequence. At each target, get within the target radius, hover for observation, and take a photo. Plan optimal route to minimize flight distance.",UAVs=Drone 5; targets=Fixed Target 3 | Fixed Target 1 | Fixed Target 2; removed=Drone 5,base fleet=5 (idle=5); case fleet=4 (idle=4),irrecoverable fleet conflict; removed required UAVs=Drone 5; proposed BLOCK,passed_expected_valid_case_checks,,,,,
17ed7c16:canonical_execute,cluster:17ed7c16,17ed7c16,train,area_assignment_and_patrol,hard,canonical_execute,EXECUTE,"Drones Drone 14, Drone 17, and Drone 13 should take off to 19 meters altitude and form a triangle formation around target at position (573, 416, 19). Drone 14 positions at (573, 487, 19), Drone 17 at (354, 469, 19), and Drone 13 at (501, 465, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 14, Drone 17, Drone 13; coordinates=(573, 416, 19) | (573, 487, 19) | (354, 469, 19) | (501, 465, 19); removed=Drone 14 | Drone 17 | Drone 13",base fleet=20 (idle=20); case fleet=20 (idle=20),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
17ed7c16:official_alias_execute,cluster:17ed7c16,17ed7c16,train,area_assignment_and_patrol,hard,official_alias_execute,EXECUTE,"Three-drone triangulation: take off to 19m, form a triangle around (573, 416, 19) with positions Drone 14 (573,487,19), Drone 17 (354,469,19), Drone 13 (501,465,19), then hover.","UAVs=Drone 14, Drone 17, Drone 13; coordinates=(573, 416, 19) | (573, 487, 19) | (354, 469, 19) | (501, 465, 19); removed=Drone 14 | Drone 17 | Drone 13",base fleet=20 (idle=20); case fleet=20 (idle=20),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
17ed7c16:missing_information_clarify,cluster:17ed7c16,17ed7c16,train,area_assignment_and_patrol,hard,missing_information_clarify,CLARIFY,"Assigned UAV A, Assigned UAV B, and Assigned UAV C should take off to 19 meters altitude and form a triangle formation around target at position (573, 416, 19). Assigned UAV A positions at (573, 487, 19), Assigned UAV B at (354, 469, 19), and Assigned UAV C at (501, 465, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 14, Drone 17, Drone 13; coordinates=(573, 416, 19) | (573, 487, 19) | (354, 469, 19) | (501, 465, 19); removed=Drone 14 | Drone 17 | Drone 13",base fleet=20 (idle=20); case fleet=20 (idle=20),removed explicit_drone_identity: Drone 14 | Drone 17 | Drone 13,passed_expected_valid_case_checks,,,,,
17ed7c16:restored_information_execute,cluster:17ed7c16,17ed7c16,train,area_assignment_and_patrol,hard,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 14), Assigned UAV B (Drone 17), and Assigned UAV C (Drone 13) should take off to 19 meters altitude and form a triangle formation around target at position (573, 416, 19). Assigned UAV A (Drone 14) positions at (573, 487, 19), Assigned UAV B (Drone 17) at (354, 469, 19), and Assigned UAV C (Drone 13) at (501, 465, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 14, Drone 17, Drone 13; coordinates=(573, 416, 19) | (573, 487, 19) | (354, 469, 19) | (501, 465, 19); removed=Drone 14 | Drone 17 | Drone 13",base fleet=20 (idle=20); case fleet=20 (idle=20),restored explicit_drone_identity: Drone 14 | Drone 17 | Drone 13,passed_expected_valid_case_checks,,,,,
17ed7c16:resource_conflict_block,cluster:17ed7c16,17ed7c16,train,area_assignment_and_patrol,hard,resource_conflict_block,BLOCK,"Drones Drone 14, Drone 17, and Drone 13 should take off to 19 meters altitude and form a triangle formation around target at position (573, 416, 19). Drone 14 positions at (573, 487, 19), Drone 17 at (354, 469, 19), and Drone 13 at (501, 465, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 14, Drone 17, Drone 13; coordinates=(573, 416, 19) | (573, 487, 19) | (354, 469, 19) | (501, 465, 19); removed=Drone 14 | Drone 17 | Drone 13",base fleet=20 (idle=20); case fleet=17 (idle=17),irrecoverable fleet conflict; removed required UAVs=Drone 13 | Drone 14 | Drone 17; proposed BLOCK,passed_expected_valid_case_checks,,,,,
180180ab:canonical_execute,cluster:180180ab,180180ab,train,area_assignment_and_patrol,extreme,canonical_execute,EXECUTE,"Three-drone target sweep: Drone 22, Drone 15, and Drone 17 take off together to 17 meters altitude. Drone 22 flies to target Polygon Target 5, Drone 15 flies to target Circle Target 2, and Drone 17 flies to target Circle Target 1. After reaching the targets, all three drones move west for 79m, then south for 50m, then north for 71m together. Each drone must complete the specified directional movements (west 79m, south 50m, north 71m) regardless of starting position - if obstacles block the path, drones should adjust position as needed to complete the full directed distance in each heading.","UAVs=Drone 22, Drone 15, Drone 17; targets=Polygon Target 5 | Circle Target 2 | Circle Target 1; removed=Drone 22 | Drone 15 | Drone 17",base fleet=30 (idle=30); case fleet=30 (idle=30),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
180180ab:official_alias_execute,cluster:180180ab,180180ab,train,area_assignment_and_patrol,extreme,official_alias_execute,EXECUTE,"Three-drone coordinated target mission: Drone 22, Drone 15, and Drone 17 lift off to 17m elevation, reach targets Polygon Target 5, Circle Target 2, Circle Target 1 respectively, then travel west 79 meters, south 50 meters, and north 71 meters in sequence. The specified directional distances must be achieved by each drone, adapting position to circumvent any obstacles.","UAVs=Drone 22, Drone 15, Drone 17; targets=Polygon Target 5 | Circle Target 2 | Circle Target 1; removed=Drone 22 | Drone 15 | Drone 17",base fleet=30 (idle=30); case fleet=30 (idle=30),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
180180ab:missing_information_clarify,cluster:180180ab,180180ab,train,area_assignment_and_patrol,extreme,missing_information_clarify,CLARIFY,"Three-drone target sweep: Assigned UAV A, Assigned UAV B, and Assigned UAV C take off together to 17 meters altitude. Assigned UAV A flies to target Polygon Target 5, Assigned UAV B flies to target Circle Target 2, and Assigned UAV C flies to target Circle Target 1. After reaching the targets, all three drones move west for 79m, then south for 50m, then north for 71m together. Each drone must complete the specified directional movements (west 79m, south 50m, north 71m) regardless of starting position - if obstacles block the path, drones should adjust position as needed to complete the full directed distance in each heading.","UAVs=Drone 22, Drone 15, Drone 17; targets=Polygon Target 5 | Circle Target 2 | Circle Target 1; removed=Drone 22 | Drone 15 | Drone 17",base fleet=30 (idle=30); case fleet=30 (idle=30),removed explicit_drone_identity: Drone 22 | Drone 15 | Drone 17,passed_expected_valid_case_checks,,,,,
180180ab:restored_information_execute,cluster:180180ab,180180ab,train,area_assignment_and_patrol,extreme,restored_information_execute,EXECUTE,"Three-drone target sweep: Assigned UAV A (Drone 22), Assigned UAV B (Drone 15), and Assigned UAV C (Drone 17) take off together to 17 meters altitude. Assigned UAV A (Drone 22) flies to target Polygon Target 5, Assigned UAV B (Drone 15) flies to target Circle Target 2, and Assigned UAV C (Drone 17) flies to target Circle Target 1. After reaching the targets, all three drones move west for 79m, then south for 50m, then north for 71m together. Each drone must complete the specified directional movements (west 79m, south 50m, north 71m) regardless of starting position - if obstacles block the path, drones should adjust position as needed to complete the full directed distance in each heading.","UAVs=Drone 22, Drone 15, Drone 17; targets=Polygon Target 5 | Circle Target 2 | Circle Target 1; removed=Drone 22 | Drone 15 | Drone 17",base fleet=30 (idle=30); case fleet=30 (idle=30),restored explicit_drone_identity: Drone 22 | Drone 15 | Drone 17,passed_expected_valid_case_checks,,,,,
