analysis_id,repetition,model_id,model_label,contrast_role,contrast_label,method_a,method_b,metric_id,metric_label,unit,direction,inference_status,point_estimate,ci_lower,ci_upper,confidence_level,cluster_count,bootstrap_draws
r1:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:process_ram_peak_bytes,1,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,process_ram_peak_bytes,Process RAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-59922650.4533333,-65466200.746666625,-54428603.05066662,0.95,30,10000
r1:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:board_vram_peak_bytes,1,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,board_vram_peak_bytes,Board VRAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,617806998.186667,584993210.368,651152763.5626669,0.95,30,10000
r1:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:process_vram_peak_bytes,1,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,process_vram_peak_bytes,Process VRAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,617806998.186667,584993210.368,651152763.5626669,0.95,30,10000
r1:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:gpu_board_energy_joules,1,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,gpu_board_energy_joules,GPU-board energy (J),joules,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-6279.072026666667,-7366.557346166666,-5220.601624333333,0.95,30,10000
r2:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:method_case_duration_seconds,2,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,method_case_duration_seconds,Duration (s),seconds,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,0.044967503479662635,-1.2575921371634609,1.3959604696177121,0.95,30,10000
r2:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:input_tokens,2,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,input_tokens,Input tokens,tokens,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,179.58666666666667,139.4861666666667,218.6001666666666,0.95,30,10000
r2:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:output_tokens,2,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,output_tokens,Output tokens,tokens,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,21.680000000000003,-22.92166666666665,68.7735,0.95,30,10000
r2:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:model_call_count,2,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,model_call_count,Model calls,calls,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,0.0,0.0,0.0,0.95,30,10000
r2:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:process_ram_peak_bytes,2,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,process_ram_peak_bytes,Process RAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,406842.02666664124,-549590.3573333488,1418124.6293333059,0.95,30,10000
r2:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:board_vram_peak_bytes,2,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,board_vram_peak_bytes,Board VRAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,112099764.90666689,90400882.68800019,134162502.99733357,0.95,30,10000
r2:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:process_vram_peak_bytes,2,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,process_vram_peak_bytes,Process VRAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,112099764.90666689,90400882.68800019,134162502.99733357,0.95,30,10000
r2:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:gpu_board_energy_joules,2,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,gpu_board_energy_joules,GPU-board energy (J),joules,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,27.340280000000014,-213.19384549999992,278.3840953333333,0.95,30,10000
r2:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:method_case_duration_seconds,2,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,method_case_duration_seconds,Duration (s),seconds,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-31.409387545792175,-36.728673758810395,-26.21068392972906,0.95,30,10000
r2:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:input_tokens,2,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,input_tokens,Input tokens,tokens,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-72.1733333333333,-116.92833333333326,-28.846666666666625,0.95,30,10000
r2:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:output_tokens,2,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,output_tokens,Output tokens,tokens,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-446.8066666666667,-522.2036666666667,-373.2048333333334,0.95,30,10000
r2:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:model_call_count,2,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,model_call_count,Model calls,calls,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,0.0,0.0,0.0,0.95,30,10000
r2:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:process_ram_peak_bytes,2,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,process_ram_peak_bytes,Process RAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-53508423.67999997,-58715293.69599998,-48214903.466666624,0.95,30,10000
r2:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:board_vram_peak_bytes,2,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,board_vram_peak_bytes,Board VRAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,1369649971.2,1270202324.3093336,1474006002.3466668,0.95,30,10000
r2:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:process_vram_peak_bytes,2,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,process_vram_peak_bytes,Process VRAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,1369649971.2,1270202324.3093336,1474006002.3466668,0.95,30,10000
r2:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:gpu_board_energy_joules,2,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,gpu_board_energy_joules,GPU-board energy (J),joules,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-5669.281279999999,-6638.821191833333,-4726.269586833333,0.95,30,10000
r3:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:method_case_duration_seconds,3,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,method_case_duration_seconds,Duration (s),seconds,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,0.8624100300799669,-0.43509474571008616,2.2355464681891073,0.95,30,10000
r3:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:input_tokens,3,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,input_tokens,Input tokens,tokens,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,179.58666666666667,139.4861666666667,218.6001666666666,0.95,30,10000
r3:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:output_tokens,3,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,output_tokens,Output tokens,tokens,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,21.680000000000003,-22.92166666666665,68.7735,0.95,30,10000
r3:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:model_call_count,3,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,model_call_count,Model calls,calls,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,0.0,0.0,0.0,0.95,30,10000
r3:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:process_ram_peak_bytes,3,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,process_ram_peak_bytes,Process RAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-1665.706666668256,-1100122.112000003,1108702.549333304,0.95,30,10000
r3:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:board_vram_peak_bytes,3,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,board_vram_peak_bytes,Board VRAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-311496977.0666666,-354754232.31999975,-265540687.1893335,0.95,30,10000
r3:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:process_vram_peak_bytes,3,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,process_vram_peak_bytes,Process VRAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-311496977.0666665,-354754232.3199997,-265540687.1893332,0.95,30,10000
r3:Qwen/Qwen2.5-3B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:gpu_board_energy_joules,3,Qwen/Qwen2.5-3B-Instruct,Qwen2.5-3B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,gpu_board_energy_joules,GPU-board energy (J),joules,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,135.31871333333336,-105.99260749999988,391.70664533333326,0.95,30,10000
r3:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:method_case_duration_seconds,3,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,method_case_duration_seconds,Duration (s),seconds,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-33.671264318520066,-39.44031141245616,-28.12364353107042,0.95,30,10000
r3:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:input_tokens,3,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,input_tokens,Input tokens,tokens,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-72.1733333333333,-116.92833333333326,-28.846666666666625,0.95,30,10000
r3:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:output_tokens,3,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,output_tokens,Output tokens,tokens,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-446.8066666666667,-522.2036666666667,-373.2048333333334,0.95,30,10000
r3:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:model_call_count,3,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,model_call_count,Model calls,calls,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,0.0,0.0,0.0,0.95,30,10000
r3:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:process_ram_peak_bytes,3,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,process_ram_peak_bytes,Process RAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-41544062.29333329,-47988325.03466661,-35243231.91466662,0.95,30,10000
r3:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:board_vram_peak_bytes,3,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,board_vram_peak_bytes,Board VRAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-288763849.3866665,-298201382.9119999,-279033064.1066663,0.95,30,10000
r3:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:process_vram_peak_bytes,3,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,process_vram_peak_bytes,Process VRAM peak (bytes),bytes,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-288763849.3866665,-298201382.9119999,-279033064.1066663,0.95,30,10000
r3:Qwen/Qwen2.5-7B-Instruct:M3_stage_wise_minus_M4_post_plan_compute_matched:gpu_board_energy_joules,3,Qwen/Qwen2.5-7B-Instruct,Qwen2.5-7B,registered_confirmatory_method_contrast_secondary_resource_outcome,M3 minus M4,M3_stage_wise,M4_post_plan_compute_matched,gpu_board_energy_joules,GPU-board energy (J),joules,lower_is_less_resource_intensive,exploratory_secondary_no_confirmatory_claims,-5995.914413333333,-7032.829853499999,-5007.8811135,0.95,30,10000
